crop,microzone,soil_type,season,nitrogen,phosphorus,potassium,ph,organic_carbon,temperature_avg,temperature_min,temperature_max,humidity_avg,rainfall,rainfall_probability,forecast_rainfall,historical_seasonal_rainfall,wind_speed
chickpea,well_irrigated,medium_clay_loam,rabi,25.6,57.6,31.9,7.41,0.38,16.69,8.1,22.49,42.69,280.01,22.3,18.6,272.3,8.4
chickpea,rainfed_scarcity,deep_black_vertisol,rabi,23.6,63.2,25.1,7.51,0.54,20.26,14.33,25.97,59.88,345.42,26.4,36.7,350.3,9.3
chickpea,well_irrigated,deep_black_vertisol,rabi,29.9,58.6,25.0,7.24,0.37,23.89,15.59,31.6,55.98,340.73,24.2,26.3,320.0,13.2
chickpea,well_irrigated,deep_black_vertisol,rabi,33.2,50.3,33.8,7.67,0.45,22.0,15.93,28.54,48.83,371.88,23.7,24.8,317.3,11.1
chickpea,well_irrigated,medium_clay_loam,rabi,24.9,63.5,26.0,7.74,0.49,19.21,11.41,26.32,51.81,357.02,24.6,17.2,375.7,7.5
chickpea,well_irrigated,deep_black_vertisol,rabi,26.9,45.5,21.1,7.32,0.4,24.21,16.66,33.01,36.22,350.94,26.9,21.4,375.1,11.6
chickpea,well_irrigated,deep_black_vertisol,rabi,24.2,57.2,23.9,7.5,0.44,24.95,18.41,31.57,50.21,345.42,31.1,29.3,369.4,11.9
chickpea,well_irrigated,medium_clay_loam,rabi,27.9,54.1,22.5,7.32,0.54,20.62,13.35,28.62,36.71,359.7,16.3,36.7,308.1,12.4
chickpea,rainfed_scarcity,medium_clay_loam,rabi,16.1,53.8,29.4,7.31,0.49,20.5,12.25,27.63,43.4,286.48,12.6,12.4,274.8,13.2
chickpea,rainfed_scarcity,deep_black_vertisol,rabi,30.2,45.5,23.3,7.38,0.54,21.98,13.96,29.84,56.84,372.91,23.5,44.0,414.4,6.3
chickpea,rainfed_scarcity,deep_black_vertisol,rabi,31.7,58.4,30.9,7.4,0.48,16.26,7.87,25.06,51.55,311.77,27.7,30.4,278.4,11.8
chickpea,rainfed_scarcity,deep_black_vertisol,rabi,29.3,50.8,32.8,7.48,0.36,22.5,14.76,29.71,52.08,313.33,17.6,13.6,301.0,11.5
chickpea,rainfed_scarcity,deep_black_vertisol,rabi,17.0,45.9,18.8,8.08,0.41,18.31,9.97,24.99,45.54,302.1,17.9,33.4,271.4,9.3
chickpea,well_irrigated,deep_black_vertisol,rabi,26.4,48.6,23.4,7.93,0.53,23.91,17.97,32.83,44.08,263.67,15.9,25.8,230.7,10.0
chickpea,well_irrigated,medium_clay_loam,rabi,32.2,46.5,28.9,7.56,0.43,18.81,11.31,25.25,55.77,374.81,34.8,44.3,406.7,13.5
chickpea,well_irrigated,deep_black_vertisol,rabi,15.5,60.6,18.5,7.25,0.52,21.66,16.15,28.21,37.14,329.32,22.9,36.0,315.3,8.3
chickpea,well_irrigated,medium_clay_loam,rabi,16.3,46.9,28.5,7.86,0.4,21.04,12.77,27.56,38.34,300.46,24.6,21.8,270.1,10.8
chickpea,rainfed_scarcity,deep_black_vertisol,rabi,20.7,45.4,26.8,8.02,0.52,17.82,9.76,23.74,42.27,368.81,28.2,19.7,320.6,13.3
bajra,rainfed_scarcity,shallow_murrum,summer,52.5,35.5,20.4,7.81,0.34,26.15,18.0,34.4,36.64,275.71,14.2,22.3,266.2,13.7
bajra,rainfed_scarcity,shallow_murrum,kharif,57.5,21.0,34.0,7.96,0.46,26.05,18.05,31.25,58.5,369.47,26.8,24.2,409.5,15.8
bajra,rainfed_scarcity,shallow_murrum,kharif,61.7,34.2,34.4,7.97,0.29,26.87,19.27,33.47,47.02,289.28,20.7,22.7,261.3,19.8
bajra,rainfed_scarcity,shallow_murrum,summer,50.8,35.3,23.3,7.57,0.28,26.94,21.35,32.25,56.91,404.94,24.0,47.3,404.0,23.2
bajra,rainfed_scarcity,medium_clay_loam,summer,38.9,20.7,33.5,8.26,0.45,34.35,28.24,41.21,43.78,419.2,27.3,25.4,402.1,23.4
bajra,rainfed_scarcity,shallow_murrum,kharif,40.1,22.4,25.0,8.33,0.39,32.47,25.92,38.22,36.68,386.45,30.1,30.7,369.9,22.7
bajra,rainfed_scarcity,shallow_murrum,summer,55.2,18.8,25.0,8.08,0.41,35.78,27.32,41.02,51.77,307.18,23.3,33.2,326.4,20.2
bajra,rainfed_scarcity,shallow_murrum,kharif,43.4,25.0,30.4,8.37,0.36,26.32,19.54,33.5,54.03,373.86,37.7,38.4,351.3,23.6
bajra,rainfed_scarcity,shallow_murrum,kharif,55.2,38.0,20.8,7.59,0.31,31.89,26.35,39.51,54.11,323.57,24.8,18.3,308.4,18.7
bajra,rainfed_scarcity,medium_clay_loam,kharif,39.6,30.3,38.0,8.05,0.36,29.32,20.59,37.8,44.17,310.08,26.6,20.2,274.7,20.5
bajra,rainfed_scarcity,shallow_murrum,summer,48.0,23.1,22.3,7.41,0.42,32.14,26.39,40.92,42.29,254.33,15.1,11.3,263.3,14.6
bajra,rainfed_scarcity,shallow_murrum,kharif,57.8,33.5,37.2,7.46,0.29,35.87,28.29,43.73,32.89,261.87,22.2,19.4,231.2,13.9
bajra,rainfed_scarcity,medium_clay_loam,summer,51.8,18.0,20.3,7.78,0.29,27.34,21.41,34.05,51.45,272.56,22.0,11.9,267.7,20.9
bajra,rainfed_scarcity,medium_clay_loam,summer,64.4,37.0,25.9,8.02,0.48,34.31,27.39,40.36,34.11,332.96,28.7,39.1,369.1,20.7
bajra,rainfed_scarcity,shallow_murrum,summer,56.6,23.8,31.7,8.07,0.34,28.34,22.93,33.55,55.75,258.47,21.1,17.2,234.6,13.1
bajra,rainfed_scarcity,medium_clay_loam,summer,44.6,24.7,32.8,7.65,0.48,31.61,24.46,37.67,55.05,347.37,24.9,19.6,344.1,13.9
bajra,rainfed_scarcity,shallow_murrum,kharif,63.2,31.3,28.1,7.65,0.43,35.82,28.92,41.47,33.1,295.77,21.7,19.1,294.1,18.8
bajra,rainfed_scarcity,medium_clay_loam,summer,47.6,22.5,21.3,7.86,0.46,28.91,21.86,36.33,43.51,282.59,22.2,24.1,302.0,23.1
bajra,rainfed_scarcity,shallow_murrum,summer,64.9,27.1,26.5,7.76,0.36,28.76,19.84,37.24,39.5,301.89,21.4,25.9,338.1,13.2
bajra,rainfed_scarcity,medium_clay_loam,summer,59.2,26.6,32.0,7.83,0.37,35.91,28.46,42.38,37.73,256.76,22.9,17.9,281.5,20.5
bajra,rainfed_scarcity,medium_clay_loam,kharif,46.2,33.6,27.8,8.28,0.41,28.41,21.13,33.42,39.37,285.35,19.7,19.0,242.8,19.9
bajra,rainfed_scarcity,medium_clay_loam,summer,44.3,22.4,20.3,7.55,0.46,32.83,25.9,41.47,30.89,308.64,20.3,27.9,353.2,21.9
bajra,rainfed_scarcity,medium_clay_loam,kharif,40.1,37.4,36.9,7.77,0.5,26.36,18.72,32.42,33.88,348.18,28.0,24.9,314.9,15.7
bajra,rainfed_scarcity,shallow_murrum,summer,59.9,30.0,30.2,7.91,0.37,30.57,21.62,38.57,42.92,327.74,32.6,30.4,324.4,18.0
bajra,rainfed_scarcity,shallow_murrum,summer,44.9,26.2,35.3,7.73,0.49,27.73,21.76,34.58,53.92,374.37,29.8,23.8,365.6,14.1
bajra,rainfed_scarcity,medium_clay_loam,kharif,52.8,23.0,21.3,7.8,0.3,31.27,22.91,36.74,33.38,263.64,13.8,12.2,301.9,22.2
bajra,rainfed_scarcity,shallow_murrum,kharif,44.9,19.8,29.7,7.99,0.39,29.11,22.64,35.39,42.78,308.1,19.2,23.1,262.3,20.1
bajra,rainfed_scarcity,medium_clay_loam,kharif,42.7,19.1,36.2,7.72,0.37,34.27,28.61,42.67,37.25,350.14,20.9,39.4,361.4,20.2
bajra,rainfed_scarcity,medium_clay_loam,kharif,52.2,22.0,31.8,7.59,0.4,32.48,23.88,39.28,53.26,278.48,30.7,25.2,299.0,13.9
bajra,rainfed_scarcity,shallow_murrum,kharif,53.7,21.8,22.4,7.47,0.44,31.07,25.12,38.29,40.63,392.33,32.0,16.6,449.4,18.3
bajra,rainfed_scarcity,medium_clay_loam,summer,55.9,26.7,23.0,8.08,0.31,34.58,28.58,41.03,48.98,250.17,20.0,17.8,262.2,17.7
bajra,rainfed_scarcity,shallow_murrum,summer,40.6,28.6,22.7,8.25,0.44,34.01,25.24,39.94,31.46,299.45,25.2,27.0,326.2,16.8
bajra,rainfed_scarcity,medium_clay_loam,kharif,49.2,33.7,22.5,7.62,0.41,30.36,21.56,36.79,52.79,349.13,24.5,30.1,359.8,12.7
bajra,rainfed_scarcity,medium_clay_loam,summer,38.5,30.0,26.2,8.3,0.48,33.68,25.87,39.14,32.54,392.94,26.0,29.9,433.9,17.1
bajra,rainfed_scarcity,medium_clay_loam,summer,40.4,22.2,18.1,8.11,0.39,35.5,27.64,40.91,34.85,335.29,27.9,21.8,312.1,23.1
bajra,rainfed_scarcity,shallow_murrum,summer,36.4,31.2,18.9,8.2,0.46,34.93,29.19,40.43,45.11,296.18,20.1,24.0,264.6,19.3
bajra,rainfed_scarcity,shallow_murrum,kharif,59.1,37.3,25.9,7.74,0.32,27.81,21.52,36.74,32.77,294.09,20.2,23.7,288.7,13.0
bajra,rainfed_scarcity,medium_clay_loam,summer,40.2,30.5,25.7,7.46,0.48,30.05,22.69,38.59,42.06,389.51,28.2,21.0,435.4,23.0
bajra,rainfed_scarcity,medium_clay_loam,kharif,43.3,34.2,36.0,8.08,0.3,31.23,23.94,37.36,59.74,307.06,22.0,29.3,282.3,14.5
bajra,rainfed_scarcity,medium_clay_loam,kharif,39.1,26.8,32.0,7.54,0.41,33.99,26.61,41.04,55.15,417.52,27.9,39.8,365.0,14.2
bajra,rainfed_scarcity,medium_clay_loam,summer,43.4,37.4,29.0,7.67,0.31,35.2,28.75,41.43,55.74,352.75,29.4,39.5,307.3,14.0
bajra,rainfed_scarcity,medium_clay_loam,summer,39.6,28.7,33.0,7.7,0.45,32.69,24.77,41.48,42.74,308.24,22.6,32.2,279.7,20.2
bajra,rainfed_scarcity,shallow_murrum,kharif,36.7,18.1,21.2,8.38,0.4,26.47,17.48,34.45,55.14,286.2,27.7,26.1,297.5,13.3
bajra,rainfed_scarcity,shallow_murrum,summer,41.8,31.2,25.8,7.47,0.32,33.94,25.36,40.07,35.71,254.54,19.4,24.1,289.4,23.4
bajra,rainfed_scarcity,medium_clay_loam,kharif,45.2,20.3,28.0,7.43,0.31,28.33,20.67,35.37,39.07,346.01,29.2,19.8,357.1,13.5
bajra,rainfed_scarcity,medium_clay_loam,summer,36.8,23.6,38.0,7.5,0.39,34.49,28.29,40.54,56.72,301.82,26.6,29.9,328.0,19.8
bajra,rainfed_scarcity,shallow_murrum,kharif,59.1,31.1,35.9,8.31,0.49,33.76,27.98,41.6,32.25,304.05,22.2,29.5,310.6,13.4
bajra,rainfed_scarcity,shallow_murrum,summer,51.8,31.2,35.6,7.47,0.35,32.92,27.79,38.74,36.56,363.79,28.9,32.0,414.6,15.4
bajra,rainfed_scarcity,shallow_murrum,kharif,45.0,27.4,22.0,7.42,0.34,29.69,22.44,38.47,58.44,261.92,20.1,12.9,297.0,19.4
bajra,rainfed_scarcity,shallow_murrum,kharif,35.7,33.6,30.7,7.9,0.41,32.78,24.24,40.85,47.26,390.18,27.8,25.0,345.5,23.8
bajra,rainfed_scarcity,medium_clay_loam,summer,64.4,20.3,26.6,7.46,0.45,35.49,28.49,42.13,57.23,272.68,25.0,22.4,282.2,22.7
bajra,rainfed_scarcity,medium_clay_loam,summer,63.5,34.6,21.8,7.73,0.39,35.05,27.97,43.96,59.52,351.76,18.1,42.2,388.7,22.5
bajra,rainfed_scarcity,medium_clay_loam,summer,60.4,19.7,30.7,7.62,0.31,34.93,27.37,40.9,41.6,415.46,36.9,40.3,466.8,22.3
bajra,rainfed_scarcity,medium_clay_loam,summer,43.5,30.9,25.9,7.93,0.4,29.96,23.11,35.8,48.23,379.02,24.6,44.8,328.7,17.2
bajra,rainfed_scarcity,shallow_murrum,kharif,52.5,18.7,22.5,8.31,0.4,30.36,23.7,38.92,41.01,396.06,25.1,42.0,424.1,15.7
bajra,rainfed_scarcity,shallow_murrum,kharif,35.8,27.6,22.5,7.81,0.47,33.7,27.73,42.64,57.1,339.87,25.9,38.1,353.8,18.4
bajra,rainfed_scarcity,shallow_murrum,summer,57.5,22.7,35.6,7.93,0.41,26.9,20.66,33.61,42.42,382.31,30.0,34.1,338.9,15.4
bajra,rainfed_scarcity,shallow_murrum,summer,62.5,19.6,36.0,7.8,0.42,27.86,19.56,33.58,41.6,290.46,16.8,31.6,279.3,22.1
bajra,rainfed_scarcity,medium_clay_loam,summer,58.2,35.6,30.5,8.33,0.36,27.52,21.8,35.2,42.23,276.57,16.6,11.1,311.2,15.5
bajra,rainfed_scarcity,medium_clay_loam,summer,41.6,32.0,35.1,8.03,0.34,34.62,27.57,41.14,48.14,369.1,28.0,41.9,383.3,19.1
bajra,rainfed_scarcity,medium_clay_loam,summer,52.6,24.6,28.6,7.49,0.33,33.66,26.02,39.33,43.14,274.14,21.8,24.3,271.9,22.3
bajra,rainfed_scarcity,shallow_murrum,kharif,47.1,34.1,33.2,8.14,0.44,27.44,22.04,35.88,55.12,365.82,24.3,25.4,335.5,19.3
bajra,rainfed_scarcity,shallow_murrum,kharif,62.4,26.7,24.1,7.67,0.29,31.2,22.25,39.46,56.92,355.6,26.6,40.3,383.5,17.8
bajra,rainfed_scarcity,shallow_murrum,summer,50.1,25.7,20.7,7.76,0.48,33.53,27.42,40.0,48.49,320.74,25.0,30.7,317.6,18.0
bajra,rainfed_scarcity,shallow_murrum,kharif,50.6,25.1,23.8,7.73,0.38,34.87,26.93,42.54,44.14,250.31,17.1,21.3,228.1,16.1
bajra,rainfed_scarcity,medium_clay_loam,summer,62.7,20.9,32.5,7.48,0.41,27.79,22.2,32.8,58.23,390.97,34.1,34.4,359.6,12.9
bajra,rainfed_scarcity,medium_clay_loam,summer,61.2,20.3,30.0,7.8,0.32,30.52,21.76,38.65,33.96,394.4,25.9,19.8,376.1,23.2
bajra,rainfed_scarcity,shallow_murrum,kharif,43.2,18.1,24.8,7.85,0.4,32.84,27.59,39.72,37.99,411.15,25.9,19.7,354.6,16.3
bajra,rainfed_scarcity,medium_clay_loam,kharif,40.4,31.0,34.9,7.71,0.41,33.3,26.71,38.57,36.88,400.12,29.7,40.6,398.4,21.9
bajra,rainfed_scarcity,medium_clay_loam,kharif,41.3,37.1,33.7,7.6,0.4,27.13,20.69,34.77,39.9,361.65,26.6,35.3,346.4,14.9
bajra,rainfed_scarcity,shallow_murrum,kharif,39.1,25.2,27.3,7.82,0.38,30.45,21.49,36.22,53.06,343.8,29.7,26.6,381.4,17.0
bajra,rainfed_scarcity,shallow_murrum,kharif,54.6,24.7,25.7,7.97,0.39,29.82,23.58,37.29,45.17,304.96,24.4,31.1,332.4,14.5
bajra,rainfed_scarcity,shallow_murrum,summer,42.8,22.8,35.7,8.17,0.3,34.33,29.18,40.34,57.57,396.94,22.0,43.9,415.6,21.4
bajra,rainfed_scarcity,medium_clay_loam,summer,48.9,35.6,36.1,8.06,0.44,26.39,18.97,34.15,30.61,393.46,27.7,23.2,434.3,23.1
bajra,rainfed_scarcity,medium_clay_loam,kharif,52.4,34.9,23.7,8.19,0.35,33.87,27.07,39.34,41.45,289.69,22.7,32.0,326.8,13.2
bajra,rainfed_scarcity,medium_clay_loam,summer,59.9,19.4,33.8,8.18,0.31,32.62,25.81,41.22,50.86,411.67,29.6,17.8,470.2,13.3
bajra,rainfed_scarcity,medium_clay_loam,summer,46.6,31.0,35.6,7.65,0.29,31.21,24.33,37.44,56.22,377.38,30.3,44.5,390.1,22.3
bajra,rainfed_scarcity,shallow_murrum,summer,64.9,28.6,34.8,7.55,0.43,35.13,28.0,41.28,33.82,300.31,19.0,29.1,271.4,16.3
bajra,rainfed_scarcity,medium_clay_loam,kharif,46.6,27.2,30.6,8.11,0.48,28.89,21.78,35.35,30.04,348.5,29.8,25.3,365.4,21.8
bajra,rainfed_scarcity,medium_clay_loam,summer,42.4,22.9,21.7,8.12,0.36,35.89,28.03,42.36,34.48,350.64,30.9,39.4,344.5,15.5
bajra,rainfed_scarcity,shallow_murrum,summer,52.7,20.7,29.2,7.46,0.41,31.3,24.22,39.04,31.33,328.15,26.2,16.8,346.9,17.3
bajra,rainfed_scarcity,shallow_murrum,kharif,50.4,33.2,21.1,8.16,0.3,30.83,22.86,36.6,53.13,278.36,20.7,21.6,293.8,21.6
bajra,rainfed_scarcity,shallow_murrum,kharif,47.3,22.7,35.3,7.56,0.42,35.23,27.53,41.02,34.57,292.89,23.6,20.1,331.2,16.7
bajra,rainfed_scarcity,medium_clay_loam,kharif,62.3,23.9,29.5,7.72,0.34,32.07,23.8,37.45,38.27,284.87,19.5,32.7,249.0,21.6
bajra,rainfed_scarcity,shallow_murrum,summer,62.4,24.9,32.3,7.5,0.38,31.03,23.0,37.19,37.93,301.5,21.9,30.5,263.7,18.7
bajra,rainfed_scarcity,shallow_murrum,kharif,44.9,32.6,28.4,7.82,0.46,33.67,25.52,40.51,30.58,279.26,17.5,28.0,318.8,20.9
bajra,rainfed_scarcity,medium_clay_loam,kharif,38.7,20.8,21.7,7.93,0.49,31.89,24.8,39.59,32.22,388.61,30.9,34.1,337.9,19.8
bajra,rainfed_scarcity,shallow_murrum,kharif,46.7,22.9,22.9,7.97,0.38,32.67,23.85,40.32,47.46,394.09,25.2,21.0,372.2,19.6
bajra,rainfed_scarcity,medium_clay_loam,kharif,57.2,37.7,30.5,8.3,0.29,31.66,22.98,37.81,34.65,309.59,24.0,15.7,303.6,21.5
bajra,rainfed_scarcity,shallow_murrum,kharif,40.9,18.7,26.5,7.98,0.35,31.42,22.6,37.66,39.28,332.07,21.8,13.3,343.6,18.2
bajra,rainfed_scarcity,medium_clay_loam,kharif,43.8,30.6,18.1,8.0,0.38,31.3,24.13,37.01,53.1,344.43,22.8,28.2,322.9,15.2
bajra,rainfed_scarcity,medium_clay_loam,summer,35.5,32.6,32.2,8.05,0.47,35.01,27.79,42.75,30.33,393.88,35.3,16.4,398.9,21.8
bajra,rainfed_scarcity,shallow_murrum,kharif,40.4,25.1,24.6,7.76,0.29,28.79,22.61,37.25,40.56,326.03,25.1,25.5,340.6,16.6
bajra,rainfed_scarcity,medium_clay_loam,kharif,36.5,26.1,37.7,7.58,0.4,26.09,20.6,33.43,38.92,403.97,35.4,22.9,409.5,16.9
bajra,rainfed_scarcity,shallow_murrum,kharif,35.6,28.1,33.5,7.5,0.48,28.65,22.96,36.0,35.25,365.55,29.5,25.6,325.5,17.9
bajra,rainfed_scarcity,medium_clay_loam,kharif,59.4,20.5,27.9,7.88,0.36,33.89,28.5,39.71,30.05,313.41,31.3,34.3,336.5,15.5
bajra,rainfed_scarcity,medium_clay_loam,summer,57.2,31.5,23.6,7.42,0.31,28.5,20.23,35.36,57.55,384.16,29.2,25.9,364.5,15.4
bajra,rainfed_scarcity,shallow_murrum,kharif,60.5,24.4,24.5,7.93,0.42,28.03,19.38,35.65,48.75,403.71,28.6,20.5,360.7,22.9
bajra,rainfed_scarcity,shallow_murrum,summer,63.7,31.3,26.2,8.08,0.33,35.98,29.26,44.71,42.92,407.78,36.0,19.7,404.6,16.0
bajra,rainfed_scarcity,shallow_murrum,kharif,42.2,33.8,31.5,7.62,0.34,30.28,24.78,38.93,52.18,312.04,27.9,29.7,304.9,15.6
bajra,rainfed_scarcity,medium_clay_loam,summer,47.9,35.4,19.4,7.77,0.49,26.15,17.59,32.65,35.69,252.55,17.6,24.1,276.7,12.8
bajra,rainfed_scarcity,shallow_murrum,kharif,51.5,36.9,18.1,7.53,0.34,33.89,25.35,41.36,41.5,363.19,26.7,27.8,364.0,14.2
bajra,rainfed_scarcity,medium_clay_loam,kharif,36.0,33.0,28.7,7.73,0.38,35.58,29.04,40.99,43.91,360.17,22.9,27.8,338.7,12.1
bajra,rainfed_scarcity,medium_clay_loam,summer,63.3,36.3,31.3,7.91,0.46,34.36,26.04,39.99,30.76,417.14,24.8,35.5,478.8,23.5
bajra,rainfed_scarcity,shallow_murrum,summer,50.5,25.8,29.9,7.92,0.5,30.9,22.56,39.16,32.14,264.79,23.1,13.7,256.6,19.9
bajra,rainfed_scarcity,medium_clay_loam,summer,43.5,19.8,37.4,7.8,0.48,35.71,27.07,42.53,53.37,276.13,15.7,30.4,237.3,13.1
bajra,rainfed_scarcity,medium_clay_loam,kharif,55.2,26.4,20.8,8.12,0.4,33.11,26.44,38.38,39.45,303.55,25.9,17.9,312.9,12.1
bajra,rainfed_scarcity,shallow_murrum,summer,50.7,28.4,25.4,7.52,0.36,29.45,22.09,37.88,41.26,370.65,33.5,21.1,415.3,21.7
bajra,rainfed_scarcity,medium_clay_loam,kharif,62.1,21.3,24.7,8.01,0.48,28.56,20.5,36.4,34.79,331.51,28.9,37.8,353.0,17.8
bajra,rainfed_scarcity,medium_clay_loam,summer,36.5,18.7,35.9,8.3,0.3,29.57,21.23,35.09,38.02,365.77,24.6,38.0,396.2,23.8
bajra,rainfed_scarcity,medium_clay_loam,kharif,54.8,20.3,37.8,7.88,0.42,34.76,29.76,43.67,40.77,307.73,28.9,33.7,314.4,13.7
bajra,rainfed_scarcity,medium_clay_loam,kharif,64.2,22.6,23.3,7.48,0.49,33.06,28.02,40.88,42.12,414.48,37.0,40.1,430.3,15.3
bajra,rainfed_scarcity,medium_clay_loam,summer,61.6,20.8,31.3,8.18,0.42,26.97,18.07,32.92,48.84,385.52,23.0,41.2,346.6,23.3
bajra,rainfed_scarcity,shallow_murrum,kharif,62.2,29.5,19.4,7.98,0.31,26.31,20.85,34.41,52.67,352.73,29.0,35.0,343.0,14.5
bajra,rainfed_scarcity,shallow_murrum,kharif,61.9,27.2,30.5,8.36,0.38,31.61,24.27,37.57,52.11,373.53,23.0,23.4,386.7,14.6
bajra,rainfed_scarcity,medium_clay_loam,summer,36.1,34.0,32.3,7.71,0.29,30.86,24.76,37.45,38.22,279.8,22.3,32.8,260.2,16.6
bajra,rainfed_scarcity,shallow_murrum,kharif,44.9,27.6,34.9,7.8,0.46,27.15,18.57,32.89,31.18,276.92,8.8,26.9,239.6,14.3
bajra,rainfed_scarcity,shallow_murrum,kharif,45.0,30.6,18.9,7.43,0.37,34.11,26.43,39.18,35.35,288.54,23.7,25.1,264.0,17.1
bajra,rainfed_scarcity,shallow_murrum,kharif,52.5,25.7,20.9,7.89,0.35,34.64,26.54,40.4,34.58,309.11,22.4,33.8,309.6,16.9
bajra,rainfed_scarcity,medium_clay_loam,summer,56.1,32.2,28.4,8.24,0.34,35.07,27.53,41.83,59.47,396.54,31.4,24.6,452.9,21.3
bajra,rainfed_scarcity,medium_clay_loam,kharif,53.2,36.4,21.2,7.54,0.4,26.57,18.91,32.53,33.57,319.61,29.9,35.1,281.0,17.6
bajra,rainfed_scarcity,medium_clay_loam,summer,42.9,25.5,36.7,7.75,0.36,28.09,19.25,34.92,47.11,327.04,22.6,34.3,280.8,15.0
bajra,rainfed_scarcity,medium_clay_loam,summer,52.8,20.9,21.3,8.06,0.35,28.66,23.42,36.72,56.48,389.37,22.8,21.0,427.1,17.6
bajra,rainfed_scarcity,shallow_murrum,summer,58.3,27.3,35.3,8.33,0.35,28.25,21.39,33.96,56.52,307.46,23.9,26.9,308.8,18.9
bajra,rainfed_scarcity,shallow_murrum,summer,64.7,21.5,33.0,8.19,0.31,35.33,28.38,42.85,49.27,335.84,27.2,16.6,356.0,13.7
bajra,rainfed_scarcity,medium_clay_loam,summer,51.5,19.8,25.1,7.45,0.39,35.06,30.06,41.13,54.0,251.68,24.9,22.4,273.5,12.1
bajra,rainfed_scarcity,medium_clay_loam,kharif,58.4,25.2,35.7,7.41,0.35,29.37,23.71,35.72,47.58,338.45,28.8,21.1,320.5,15.8
bajra,rainfed_scarcity,medium_clay_loam,summer,38.9,33.1,18.9,7.55,0.3,34.25,29.08,41.91,31.33,383.7,32.7,30.3,418.8,23.0
bajra,rainfed_scarcity,medium_clay_loam,kharif,58.9,33.3,22.1,7.9,0.49,29.44,20.55,36.77,43.85,361.82,25.5,35.0,411.3,21.8
bajra,rainfed_scarcity,medium_clay_loam,summer,40.7,23.0,36.2,7.41,0.4,27.59,21.46,33.81,36.58,384.7,28.5,26.0,379.3,16.0
bajra,rainfed_scarcity,medium_clay_loam,kharif,55.6,19.2,18.8,7.97,0.48,29.23,23.24,37.23,48.06,346.05,23.7,19.6,395.0,13.8
bajra,rainfed_scarcity,shallow_murrum,summer,53.8,28.4,24.5,8.29,0.43,35.98,30.31,41.34,34.18,295.78,18.9,32.2,276.6,17.0
bajra,rainfed_scarcity,shallow_murrum,kharif,48.9,30.9,23.3,7.56,0.47,27.1,19.0,34.42,55.83,372.03,26.9,29.0,325.8,15.4
bajra,rainfed_scarcity,medium_clay_loam,kharif,38.3,37.1,28.5,8.31,0.28,32.38,26.15,39.1,56.19,416.6,31.4,48.3,440.2,15.0
bajra,rainfed_scarcity,shallow_murrum,kharif,51.9,37.2,35.8,7.53,0.35,28.43,21.14,36.64,52.78,373.55,26.6,37.1,334.0,16.5
bajra,rainfed_scarcity,medium_clay_loam,kharif,47.7,19.4,22.3,7.55,0.49,27.92,19.47,33.37,56.09,351.9,24.6,38.5,362.1,22.2
bajra,rainfed_scarcity,medium_clay_loam,kharif,52.6,32.3,26.3,8.31,0.46,27.67,20.36,36.25,53.79,413.63,31.5,24.2,400.5,14.8
bajra,rainfed_scarcity,shallow_murrum,summer,40.7,23.1,20.5,8.11,0.36,28.2,21.17,33.48,57.7,300.06,13.3,23.9,331.6,22.6
bajra,rainfed_scarcity,medium_clay_loam,summer,40.3,35.0,22.3,8.15,0.36,33.48,24.85,42.41,40.79,312.48,18.4,37.3,278.6,23.8
bajra,rainfed_scarcity,shallow_murrum,summer,55.0,36.7,34.9,7.65,0.41,35.54,27.59,43.29,52.65,304.83,24.0,17.9,298.3,20.8
bajra,rainfed_scarcity,medium_clay_loam,kharif,35.6,26.3,23.3,7.6,0.46,32.96,27.51,39.94,44.01,274.23,25.8,15.2,259.0,21.6
bajra,rainfed_scarcity,medium_clay_loam,kharif,39.3,35.7,20.2,7.5,0.49,32.46,27.06,41.35,34.41,380.28,25.9,34.2,385.6,12.4
bajra,rainfed_scarcity,shallow_murrum,summer,54.3,30.3,34.0,8.28,0.39,30.9,23.42,38.82,40.69,335.79,25.3,19.5,344.7,19.0
bajra,rainfed_scarcity,medium_clay_loam,kharif,60.7,34.0,35.8,7.73,0.39,33.8,27.74,40.28,54.93,380.91,29.3,45.6,351.3,23.7
bajra,rainfed_scarcity,shallow_murrum,kharif,37.8,32.2,22.4,7.7,0.49,28.63,20.94,34.34,32.8,307.68,19.8,29.8,271.0,19.5
bajra,rainfed_scarcity,shallow_murrum,summer,63.3,25.9,26.7,8.14,0.45,33.7,24.7,38.98,59.47,411.53,26.7,31.4,457.3,22.2
bajra,rainfed_scarcity,shallow_murrum,summer,58.7,21.7,34.3,8.01,0.3,34.95,27.64,42.58,38.51,398.18,34.1,38.3,421.5,18.5
bajra,rainfed_scarcity,shallow_murrum,summer,46.6,29.2,36.5,8.15,0.37,29.37,22.28,37.85,30.26,370.78,18.1,21.0,316.5,15.5
bajra,rainfed_scarcity,shallow_murrum,summer,62.4,19.2,28.4,7.55,0.45,32.65,26.47,38.12,54.94,364.62,32.0,31.8,356.4,12.1
bajra,rainfed_scarcity,medium_clay_loam,kharif,53.6,30.8,37.3,7.58,0.42,27.88,22.04,35.56,57.48,277.04,22.7,18.2,268.0,23.5
bajra,rainfed_scarcity,shallow_murrum,kharif,53.5,29.9,26.8,7.88,0.42,31.83,25.34,40.37,50.03,284.92,20.4,28.5,272.9,15.8
